department_code,original_department_code,stock_code,description,soh,sales_qty,sales_value,sales_cost,gross_profit,turnover_percent,gross_profit_percent
PDST,PDST17,LP9042135,PHARMAPRESS 10MG TABS 30,3.0,1.0,77.78,57.06,20.72,0.086,26.639
PDST,PDST17,LP9042156,PLASMOQUINE 200MG CAPS 100,0.94,0.6,249.65,182.6,67.05,0.279,26.858
PDST,PDST17,LP9042193,PREMARIN 0.625MG TABS 28,1.0,1.0,214.06,172.08,41.98,0.174,19.611
PDST,PDST17,LP9042202,PREXUM 10MG TABS 30,2.616,2.0,326.16,239.28,86.88,0.361,26.637
PDST,PDST17,LP9042203,PREXUM  4MG TABS 30,1.4,0.5,98.44,75.73,22.71,0.094,23.07
PDST,PDST17,LP9042264,PURICOS 100MG TABS 100,0.8,0.6,81.3,59.64,21.66,0.09,26.642
PDST,PDST17,LP9042266,PURICOS 300MG TABS  30,8.866,2.0,223.65,164.64,59.01,0.245,26.385
PDST,PDST17,LP9042273,PYROCAPS 20MG CAPS 30,2.432,1.0,51.46,37.75,13.71,0.057,26.642
PDST,PDST17,LP9048106,PREXUM PLUS  5MG TABS 30,3.866,1.0,116.79,83.74,33.05,0.137,28.299
PDST,PDST18,LP9042301,RANCLAV 1G TABS 10,3.4,3.0,575.76,466.44,109.32,0.454,18.987
PDST,PDST18,LP9042365,RIDAQ 25MG TABS 500,0.22,0.18,141.48,108.54,32.94,0.137,23.282
PDST,PDST18,LP9086662,REYDIN TABS 30,1.0,1.0,212.28,160.17,52.11,0.217,24.548
PDST,PDST18,LP9105980,REZALTO 15MG FCT 42,0.335,0.524,432.12,363.6,68.52,0.285,15.857
PDST,PDST18,LP9123905,ROSUVASTATIN CIPLA  5MG FCT 30,12.0,1.0,110.83,82.7,28.13,0.117,25.381
PDST,PDST19,LP9042445,SALAZOPYRIN EN TABS 100,3.57,0.6,342.75,289.51,53.24,0.221,15.533
PDST,PDST19,LP9042459,SANDOZ BEZAFIBRATE  400MG TABS 30,1.0,2.0,513.25,423.14,90.11,0.374,17.557
PDST,PDST19,LP9042503,ISOSORBIDE DINITRATE  5MG TABS 50 K,0.9,0.6,45.67,31.78,13.89,0.058,30.414
PDST,PDST19,LP9042527,THEOPHYLLINE 200MG TABS 60 KIARA,1.366,1.0,84.26,62.88,21.38,0.089,25.374
PDST,PDST20,LP9042557,SERDEP  50MG TABS 30,17.466,2.0,270.09,198.96,71.13,0.296,26.336
PDST,PDST20,LP9042634,SPIRACTIN  25MG TABS   30,5.834,4.0,265.77,193.84,71.93,0.299,27.065
PDST,PDST20,LP9042649,STILPANE TABS  100,2.5,0.4,47.94,35.76,12.18,0.051,25.407
PDST,PDST20,LP9042680,ADCO SYNALEVE CAPS  40,4.5,1.0,167.73,132.66,35.07,0.146,20.909
PDST,PDST21,LP9042693,TAMBOCOR 100MG TABS 60,0.75,0.25,241.6,189.5,52.1,0.217,21.565
PDST,PDST21,LP9042753,TENSTON SA TABS  40,9.85,1.25,227.82,169.67,58.15,0.242,25.525
PDST,PDST21,LP9042815,TRAMAHEXAL SR 100 TABS 60,0.5,0.333,192.67,149.59,43.08,0.179,22.359
PDST,PDST21,LP9042829,TRAMAZAC CO 37.5MG TABS 60,2.669,2.833,526.62,398.26,128.36,0.533,24.374
PDST,PDST21,LP9042837,TRANIC 500MG TABS 30,0.0,1.0,248.84,206.86,41.98,0.174,16.87
PDST,PDST21,LP9042845,TREPILINE 10MG TABS 500,0.672,0.12,92.85,68.1,24.75,0.103,26.656
PDST,PDST21,LP9063121,TENOPRESS  50MG TABS 30,2.0,1.0,22.5,15.65,6.85,0.028,30.444
PDST,PDST21,LP9132326,TUMSIGON 20MG CAPS 30,0.0,1.0,132.24,98.69,33.55,0.139,25.371
PDST,PDST22,LP9042905,URBANOL 10MG TABS 100,1.18,0.3,157.14,115.27,41.87,0.174,26.645
PDST,PDST22,LP9042908,UROMAX 30,14.9,3.0,733.48,595.14,138.34,0.575,18.861
PDST,PDST22,LP9042948,VENTEZE 4MG TABS 500,0.072,0.03,18.17,12.58,5.59,0.023,30.765
PDST,PDST22,LP9042954,VESICARE 10MG TABS 30,0.0,1.0,567.27,499.09,68.18,0.283,12.019
PDST,PDST22,LP9042968,VIMOVO 500/20MG TABS 60,1.117,1.083,390.2,346.11,44.09,0.183,11.299
PDST,PDST22,LP9042985,VUSOR 20MG TABS 30,4.066,1.0,271.57,218.34,53.23,0.221,19.601
PDST,PDST22,LP9042987,VUSOR  5MG TABS 30,7.533,1.0,123.02,90.24,32.78,0.136,26.646
PDST,PDST22,LP9043041,ZARTAN 100MG TABS 30,3.0,2.0,205.21,152.86,52.35,0.218,25.51
PDST,PDST22,LP9043042,ZARTAN  50MG TABS 30,3.0,1.0,93.72,65.22,28.5,0.118,30.41
PDST,PDST22,LP9043043,ZARTAN CO 100/25MG TABS 30,1.666,1.0,105.45,77.74,27.71,0.115,26.278
PDST,PDST22,LP9043108,ZOPIVANE 7.5MG TABS 30,1.167,2.0,160.75,115.56,45.19,0.188,28.112
PDST,PDST22,LP9103438,IXAROLA 15MG FCT 42,0.092,0.714,832.7,798.05,34.65,0.144,4.161
PDST,PDST22,LP9110438,ZITHRACT 500MG TABS 3,3.977,6.0,941.37,694.86,246.51,1.024,26.186
PDST,PDST22,LP9126397,VEIKIRIN 10MG FCT 100,0.8,0.3,43.87,32.34,11.53,0.048,26.282
PDST,PDST24,LP9043316,DOVATE OINTMENT 25GM,1.0,1.0,90.77,66.21,24.56,0.102,27.057
PDST,PDST24,LP9043323,DUOLIN RESPULES  60   CIPLA,1.249,0.25,167.81,125.83,41.98,0.174,25.016
PDST,PDST24,LP9043332,ELOCON LOT 30ML,0.0,1.0,310.11,272.11,38.0,0.158,12.254
PDST,PDST24,LP9106149,GENEMIST NASAL SPRAY 120ML,0.0,1.0,255.55,221.23,34.32,0.143,13.43
PDST,PDST25,LP9043519,NUR ISTERATE 200MG AMP 1ML,23.0,1.0,66.55,50.63,15.92,0.066,23.922
PDST,PDST25,LP9043537,PERSIVATE OINT 15GM,1.0,1.0,46.17,33.28,12.89,0.054,27.919
PDST,PDST25,LP9128907,MYTRICON 150MG/1ML INJ 25,50.49,0.12,186.15,136.57,49.58,0.206,26.634
PDST,PDST26,LP9043689,VANNAIR 160MCG/4.5MCG 120D INHALER,0.0,1.0,331.98,288.47,43.51,0.181,13.106
PDST,PDST26,LP9103162,SUSTANON 250 30MG/ML INJ 1,0.0,1.0,224.43,184.63,39.8,0.165,17.734
PDST,PDST26,LP9151839,ZIDAFLO 25MG TABS 100,0.7,0.3,22.33,15.54,6.79,0.028,30.408
PDST,PDST32,LP9094758,IDEXIS VIT D3 10000IU CAPS 60,0.0,1.0,153.87,108.05,45.82,0.19,29.778
PDST,PDST33,LP9040047,NOVORAPID PENFILL 100IU/3ML INJ 5,0.0,1.0,416.15,372.64,43.51,0.181,10.455
PDST,PDST33,LP9087561,BIO DICLOFENAC AMP 3ML  10,6.5,0.5,14.7,10.75,3.95,0.016,26.871
PDST,PDST34,LP9031846,HEEL ENGYSTOL N 10 AMP,5.5,0.1,53.59,39.31,14.28,0.059,26.647
PDST,PDST34,LP9031852,HEEL GRIPP-HEEL AMPS 10,3.6,0.4,179.86,130.28,49.58,0.206,27.566
PDST,PDST34,LP9031859,HEEL LYMPHOMYOSOT AMPS 10,0.5,0.1,43.04,24.98,18.06,0.075,41.961
PDST,PDST34,LP9031873,HEEL TRAUMEEL S 10 AMP,5.4,0.1,50.53,34.34,16.19,0.067,32.04
PDST,PDST34,LP9031882,HEEL ZEEL T  AMPS 10,2.1,0.2,189.68,133.34,56.34,0.234,29.703
PDST,PDST34,LP9035541,HEEL ECHINACEA COMP S AMPS 10,3.2,0.4,453.43,328.6,124.83,0.519,27.53
PDST,PDST34,LP9041858,HEEL MUCOSA COMP 10 AMP,7.2,0.4,447.24,324.0,123.24,0.512,27.556
PDWB,PDWB01,LP9060227,THE CHOICE 1 FLU MIX,89.0,8.0,243.44,128.0,115.44,0.48,47.42
PDWB,PDWB01,LP9060239,THE CHOICE 1 PAIN TAB,5.0,8.0,104.32,39.04,65.28,0.271,62.577
PDWB,PDWB01,LP9086991,THE CHOICE 2 ANTI INFLAMMATORY TAB,20.0,9.0,180.0,79.58,100.42,0.417,55.789
PDWB,PDWB01,LP9087110,THE CHOICE 1 HAYFEVER & ALLERGY,38.0,2.0,29.48,19.04,10.44,0.043,35.414
PDWB,PDWB01,LP9107081,THE CHOICE 1 NAPACOD TAB,175.0,1.0,23.43,12.61,10.82,0.045,46.18
ZFB2,ZFB201,20600911,GO VITALITY SINGLES,7.0,2.0,76.44,55.48,20.96,0.087,27.42
ZFB2,ZFB201,20603324,WATERPLAAS STILL 750ML,40.0,2.0,22.52,14.0,8.52,0.035,37.833
ZFB2,ZFB201,20603985,KALIYA LIP BALM,4.0,6.0,67.56,42.0,25.56,0.106,37.833
ZFB2,ZFB201,20604090,IMAN LIP BALM,6.0,2.0,34.7,24.0,10.7,0.044,30.836
ZFB2,ZFB201,20604127,DIE BLOM-SPENSIE,1.0,1.0,191.3,173.91,17.39,0.072,9.09
ZFB2,ZFB202,20603680,BLUE MONSTER TRUCK 60402,0.0,1.0,237.35,175.55,61.8,0.257,26.037
ZFB2,ZFB202,20603807,GIGO-ULTRALIGHT AIRPLANE,0.0,1.0,161.7,124.0,37.7,0.157,23.315
ZFB2,ZFB202,20604148,LOGO EMERGENCY AMBULANCE,0.0,1.0,313.0,231.33,81.67,0.339,26.093
